signature,technique_id,technique_name,tactic,description
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (vicareu .su),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (victoreqs .run),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (victubp .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (vigorbridgoe .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (violationsyxzb .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (virationli .site),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (viriatoe .live),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (viridisw .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (vishneviyjazz .ru),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (visioint .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (VisiwonaryPath .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (visokiywkaf .ru),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (vladimir-ulyanov .com),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (voando26 .com),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (voicesharped .com),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (volcanohushe .click),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (volcanoyev .click),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (voter-screnn .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (voyageprivato .bond),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (voyagiei .run),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (voznessxyy .life),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (vqaliantheart .live),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (vwibrantwonders .rest),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wackysheibr .fun),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wagnvp .fun),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (waiteralcohowl .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wandberup .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wanderlust-gadgetnews .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wantypoofjk .store),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (warldonvu .live),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (warlikedbeliev .org),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (warmwhearts .cloud),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (washcolorediz .fun),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (washerv .ru),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (washyceehsu .lat),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wastwfulldashiwnjs .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (watchhr .biz),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wawrdenshire .digital),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (waxnps .live),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (waytinmedicinedskow .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wealthestored .icu),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weaponrywo .digital),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weaponswh .run),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weaponwo .life),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weardawwerz .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weareriu .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weaselplacerif .fun),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (webscouto),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weekfoc .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weighcobbweo .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weldarob .live),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (weldorae .digital),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (welfaredcattewd .xyz),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wellnesshub-chefparadise .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wellnessretreatstop .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wellofflyric .click),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (welltodobaoz .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wepwwd .live),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wesajkh .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (westerrd .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wetlivelky .click),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wfyzizcy .eza),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (whangeeeerodpz .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (whinmap .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (whitepepper .su),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (whitmngx .lat),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wholequz .qpon),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wholersorie .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (whooptm .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (WieseSpark .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wilddthings .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (willywilk .fun),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wilvdflowercottage .pics),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (windpull .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (winnyhelplejsu .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (winterghzp .digital),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wishbusher .click),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (witchdbhy .run),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (witchhyf .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wizmodi .digital),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wollfsoaisvz .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wolverineas .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wonderfulbelif .click),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wonxw .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (woodenso .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (woodpeckersd .run),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (woolcowwyduo .click),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wordemnyauop .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wordingyhwj .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wordyfindy .lat),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (workableefferz .click),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (workltt .quest),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (worldpofadventure .today),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (worlejrc .xyz),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (worryorangeurgencyjew .site),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wqanderludreams .tech),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wrathful-jammy .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wriggleregisterycos .pw),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wucijyi .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (wxayfarer .live),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (xcelmodo .run),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (xrfxcaseq .live),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (xurekodip .com),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yamakrug .ru),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yarddrq .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yashnei .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (ycvduc .xyz),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (ydobniudivan .ru),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yikpspbi .my),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yndo-pepper .bond),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yokecarvekio .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yokesandusj .sbs),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (youngjo .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (youngnu .xyz),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (youngsweays .my),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yrokistorii .ru),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yunded .com),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (yuriy-gagarin .com),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (ywmedici .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zamesblack .fun),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zanymarkedjz .fun),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zealjkh .digital),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zechaxrp .my),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (ZefnEcho .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zengardxen .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zenithcorde .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zenrichyourlife .tech),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zestmodp .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zestyasd .run),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zfurrycomp .top),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zincaa .shop),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (ziziphe .cyou),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zmedtipp .live),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Lumma Stealer Related CnC Domain in DNS Lookup (zsilvermoonbeam .hair),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/MarioLoader CnC Activity (POST) M1,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/MarioLoader Payload Request (GET),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/MereTam.A Ransomware CnC Checkin,T1486,Data Encrypted for Impact,Impact,Mapped from ET Open rule metadata.
ET MALWARE Win32/MereTam.A Ransomware CnC Init Activity,T1486,Data Encrypted for Impact,Impact,Mapped from ET Open rule metadata.
ET MALWARE Win32/Mole Ransomware CnC Beacon,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Nemty Ransomware Style Geo IP Check M1,T1486,Data Encrypted for Impact,Impact,Mapped from ET Open rule metadata.
ET MALWARE Win32/Nemty Ransomware Style Geo IP Check M2,T1486,Data Encrypted for Impact,Impact,Mapped from ET Open rule metadata.
ET MALWARE Win32/ObserverStealer CnC Activity M2 (Check-in),T1005,Data from local system,Collection,Mapped from ET Open rule metadata.
ET MALWARE Win32/ObserverStealer CnC Activity M2 (Screenshot),T1005,Data from local system,Collection,Mapped from ET Open rule metadata.
ET MALWARE Win32/ObserverStealer CnC Activity M2 (System Information),T1005,Data from local system,Collection,Mapped from ET Open rule metadata.
ET MALWARE Win32/ObserverStealer Related Activity (POST),T1005,Data from local system,Collection,Mapped from ET Open rule metadata.
ET MALWARE Win32/ObserverStealer Sending Browser Related Information (Firefox),T1005,Data from local system,Collection,Mapped from ET Open rule metadata.
ET MALWARE Win32/ObserverStealer Sending Browser Related Information (Google),T1005,Data from local system,Collection,Mapped from ET Open rule metadata.
ET MALWARE Win32/ObserverStealer Sending System Related Information,T1005,Data from local system,Collection,Mapped from ET Open rule metadata.
ET MALWARE Win32/ObserverStealer Sending System Related Information (Thunderbird),T1005,Data from local system,Collection,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 109,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 26,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 27,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 28,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 29,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 30,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 54,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 55,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 56,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 57,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 58,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 59,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 60,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 61,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 62,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 63,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 64,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 65,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 66,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 67,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 68,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 756,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 781,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 809,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 810,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Remcos RAT Checkin 84,T1041,Exfiltration Over C2 Channel,Exfiltration,Mapped from ET Open rule metadata.
ET MALWARE Win32/Rhadamanthys CnC Activity (GET),T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/saolei CnC Host Checkin,T1071,Application Layer Protocol,Command And Control,Mapped from ET Open rule metadata.
ET MALWARE Win32/Satana Ransomware Checkin,T1486,Data Encrypted for Impact,Impact,Mapped from ET Open rule metadata.
ET MALWARE Win32/Snatch Ransomware - Encryption Started,T1486,Data Encrypted for Impact,Impact,Mapped from ET Open rule metadata.
